Treatment,Folder,DATE,Photo names,,Area,Mean,Min,Max,Lenght
C,C3_01_01_24_1,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_01_01_24_1\C3_01_01_24_1_6",71,0.026,"110,682","49,820","156,827","7,747"
C,C3_01_01_24_1,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_01_01_24_1\C3_01_01_24_1_7",72,0.026,"113,838","45,014","156,240","7,821"
C,C3_01_01_24_1,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_01_01_24_1\C3_01_01_24_1_5",69,0.026,"104,522","46,907","160,422","7,861"
C,C3_01_01_24_1,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_01_01_24_1\C3_01_01_24_1_1",63,0.026,"110,859","58,176","162,649","7,891"
C,C3_01_01_24_1,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_01_01_24_1\C3_01_01_24_1_4",66,0.027,"111,228","53,715","166,274","7,976"
C,C3_01_01_24_1,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_01_01_24_1\C3_01_01_24_1_1",62,0.027,"109,462","46,299","160,765","8,162"
C,C3_01_01_24_1,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_01_01_24_1\C3_01_01_24_1_2",64,0.028,"111,889","49,385","161,390","8,318"
C,C3_01_01_24_1,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_01_01_24_1\C3_01_01_24_1_6",70,0.028,"117,310","59,734","163,043","8,385"
C,C3_01_01_24_2,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_01_01_24_2\C3_01_01_24_2_1",75,0.024,"109,209","40,475","158,378","7,058"
C,C3_01_01_24_2,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_01_01_24_2\C3_01_01_24_2_2",76,0.025,"92,468","49,870","153,075","7,502"
C,C3_05_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_05_01_24\C3_05_01_24_1",78,0.026,"107,441","46,330","156,406","7,692"
C,C3_05_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_05_01_24\C3_05_01_24_1",77,0.027,"116,057","46,934","158,506","8,024"
C,C3_05_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_05_01_24\C3_05_01_24_2",79,0.028,"107,858","38,344","161,097","8,533"
C,C3_12_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_12_01_24\C3_12_01_24_2",84,0.021,"114,023","61,917","158,691","6,233"
C,C3_12_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_12_01_24\C3_12_01_24_2",83,0.022,"120,166","59,199","163,373","6,465"
C,C3_12_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_12_01_24\C3_12_01_24_1",82,0.024,"121,844","52,710","165,871","7,325"
C,C3_12_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_12_12_23\C3_12_12_23",85,0.024,"141,899","77,498","167,763","7,123"
C,C3_22_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_22_12_23\C3_22_12_23_3",94,0.020,"114,359","78,479","152,752","5,989"
C,C3_22_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_22_12_23\C3_22_12_23_1",86,0.022,"116,490","54,871","152,092","6,701"
C,C3_22_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_22_12_23\C3_22_12_23_5",96,0.023,"107,082","49,212","160,491","6,902"
C,C3_22_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_22_12_23\C3_22_12_23_4",95,0.024,"117,019","56,827","160,831","7,274"
C,C3_22_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_22_12_23\C3_22_12_23_2",88,0.024,"113,629","57,859","153,188","7,322"
C,C3_22_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_22_12_23\C3_22_12_23_2",92,0.025,"113,926","50,343","156,476","7,626"
C,C3_22_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_22_12_23\C3_22_12_23_1",87,0.026,"120,756","64,557","157,886","7,731"
C,C3_25_12_23_1,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_25_12_23_1\C3_25_12_23_1_2",99,0.022,"110,371","60,086","148,381","6,651"
C,C3_25_12_23_1,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_25_12_23_1\C3_25_12_23_1_8",106,0.023,"109,190","55,932","164,390","6,825"
C,C3_25_12_23_1,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_25_12_23_1\C3_25_12_23_1_6",105,0.023,"121,911","72,140","160,824","6,968"
C,C3_25_12_23_1,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_25_12_23_1\C3_25_12_23_1_3",100,0.023,"103,300","48,467","153,443","6,996"
C,C3_25_12_23_1,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_25_12_23_1\C3_25_12_23_1_5",102,0.023,"121,516","61,317","160,589","6,998"
C,C3_25_12_23_1,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_25_12_23_1\C3_25_12_23_1_2",98,0.024,"108,594","64,497","155,005","7,123"
C,C3_25_12_23_1,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_25_12_23_1\C3_25_12_23_1_4",101,0.024,"128,297","78,943","163,841","7,130"
C,C3_25_12_23_1,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_25_12_23_1\C3_25_12_23_1_1",97,0.024,"123,172","59,764","162,683","7,242"
C,C3_25_12_23_2,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_25_12_23_2\C3_25_12_23_2_3",111,0.023,"106,360","45,976","157,632","7,040"
C,C3_25_12_23_2,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_25_12_23_2\C3_25_12_23_2_2",107,0.025,"109,939","44,103","156,148","7,385"
C,C3_25_12_23_2,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_25_12_23_2\C3_25_12_23_2_3",110,0.026,"114,125","45,686","163,792","7,727"
C,C3_26_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_26_01_24\C3_26_01_24",112,0.024,"134,095","55,748","166,987","7,079"
C,C3_28_12_23_1,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_28_12_23_1\C3_28_12_23_1_5",121,0.024,"129,649","52,373","169,945","7,169"
C,C3_28_12_23_1,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_28_12_23_1\C3_28_12_23_1_4",119,0.024,"124,725","76,949","167,117","7,186"
C,C3_28_12_23_1,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_28_12_23_1\C3_28_12_23_1_2",117,0.024,"112,663","76,510","149,319","7,250"
C,C3_28_12_23_1,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_28_12_23_1\C3_28_12_23_1_5",120,0.024,"139,139","79,042","165,294","7,321"
C,C3_28_12_23_1,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_28_12_23_1\C3_28_12_23_1_2",116,0.025,"104,102","53,283","152,512","7,402"
C,C3_28_12_23_1,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_28_12_23_1\C3_28_12_23_1_1",115,0.025,"107,806","45,022","149,300","7,529"
C,C3_28_12_23_1,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_28_12_23_1\C3_28_12_23_1_4",118,0.025,"120,637","52,983","165,791","7,583"
C,C3_28_12_23_2,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_28_12_23_2\C3_28_12_23_2_2",123,0.023,"124,110","53,841","163,543","7,007"
C,C3_28_12_23_2,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_28_12_23_2\C3_28_12_23_2_6",132,0.025,"123,645","80,322","163,526","7,362"
C,C3_28_12_23_2,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_28_12_23_2\C3_28_12_23_2_2",124,0.025,"118,852","76,423","164,503","7,546"
C,C3_28_12_23_2,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_28_12_23_2\C3_28_12_23_2_5",130,0.025,"120,561","48,025","171,935","7,546"
C,C3_28_12_23_2,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C3_28_12_23_2\C3_28_12_23_2_1",122,0.027,"124,781","74,526","162,068","8,046"
C,C4 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C4 01_02_24\Snap-279.czi,2,0.025,157.713,101.921,209.198,6.949
C,C4 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C4 01_02_24\Snap-278.czi,1,0.026,147.779,82.712,208.462,7.033
C,C4 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C4 01_02_24\Snap-280.czi,3,0.026,155.017,77.764,219.76,7.205
C,C4 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C4 01_02_24\Snap-281.czi,4,0.028,178.812,88.126,227.926,7.527
C,C4 09_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C4 09_02_24\Snap-62.czi,1,0.019,94.55,67.165,155.378,5.233
C,C4 09_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C4 09_02_24\Snap-64.czi,3,0.024,151.286,88.652,203.289,6.603
C,C4 09_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C4 09_02_24\Snap-63.czi,2,0.024,154.608,105.793,209.836,6.644
C,C4 12_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C4 12_02_24\Snap-145.czi,1,0.028,178.748,71.572,228.847,7.618
C,C4 13_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C4 13_03_24\Snap-264.czi,1,0.023,107.51,53.192,192,6.144
C,C4 13_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C4 13_03_24\Snap-265.czi,2,0.023,106.438,60.156,191.089,6.317
C,C4 15_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C4 15_02_24\Snap-102.czi,1,0.026,183.573,101.045,224.707,7.103
C,C4 exuviae 06_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C4 exuviae 06_02_24\Snap-81.czi,1,0.026,178.788,71.355,227.796,7.147
C,C4 exuviae 20_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C4 exuviae 20_02_24\Snap-92.czi,1,0.024,176.566,102.94,227.711,6.591
C,C4 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C4 exuviae 23_02_24\Snap-168.czi,1,0.025,166.826,95.951,221.311,6.756
C,C4 exuviae 26_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C4 exuviae 26_02_24\Snap-165.czi,1,0.026,158.163,93.075,218.524,7.199
C,C4_01_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C4_01_01_24\C4_01_01_24",133,0.024,"139,249","70,203","170,196","7,091"
C,C4_05_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C4_05_01_24\C4_05_01_24_2",133,0.025,"120,073","42,979","162,409","7,554"
C,C4_05_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C4_05_01_24\C4_05_01_24_1",133,0.026,"121,421","66,828","158,331","7,831"
C,C4_08_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C4_08_01_24\C4_08_01_24_2",135,0.020,"116,684","56,409","158,457","5,880"
C,C4_08_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C4_08_01_24\C4_08_01_24_2",134,0.021,"126,611","58,698","163,238","6,152"
C,C4_11_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C4_11_01_24\C4_11_01_24_1",136,0.021,"136,039","58,019","171,315","6,343"
C,C4_16_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C4_16_01_24\C4_16_01_24",137,0.021,"124,883","53,994","164,146","6,287"
C,C4_28_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C4_28_12_23\C4_28_12_23",138,0.025,"118,074","72,942","157,354","7,424"
D,D1 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D1 01_02_24\Snap-270.czi,3,0.029,165.533,92.013,226.037,7.93
D,D1 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D1 01_02_24\Snap-268.czi,1,0.03,177.771,97.159,217.164,8.212
D,D1 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D1 01_02_24\Snap-269.czi,2,0.031,178.647,58.202,230.453,8.537
D,D1 adults 23_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D1 adults 23_03_24\Snap-120.czi,4,0.027,166.345,100.708,231.264,7.319
D,D1 adults 23_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D1 adults 23_03_24\Snap-117.czi,2,0.029,167.21,75.739,220.115,7.869
D,D1 adults 23_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D1 adults 23_03_24\Snap-119.czi,3,0.03,148.756,75.163,207.541,8.277
D,D1 adults 23_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D1 adults 23_03_24\Snap-121.czi,5,0.031,161.167,100.981,211.336,8.336
D,D1 adults 23_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D1 adults 23_03_24\Snap-116.czi,1,0.032,168.57,67.784,224.463,8.681
D,D1 exuviae 06_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D1 exuviae 06_02_24\Snap-82.czi,1,0.031,142.927,71.207,207.089,8.517
D,D1 exuviae 20_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D1 exuviae 20_02_24\Snap-84.czi,2,0.03,148.643,88.234,204.362,8.246
D,D1 exuviae 20_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D1 exuviae 20_02_24\Snap-83.czi,1,0.03,167.845,79.812,216.407,8.249
D,D1 exuviae 20_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D1 exuviae 20_02_24\Snap-85.czi,3,0.03,155.103,82.681,205.8,8.319
D,D1 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D1 exuviae 23_02_24\Snap-182.czi,3,0.026,180.102,87.664,220.538,7.132
D,D1 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D1 exuviae 23_02_24\Snap-183.czi,4,0.026,174.436,70.129,224.802,7.154
D,D1 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D1 exuviae 23_02_24\Snap-184.czi,5,0.028,181.93,78.005,225.371,7.608
D,D1 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D1 exuviae 23_02_24\Snap-181.czi,2,0.029,172.634,94.639,219.603,7.828
D,D1 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D1 exuviae 23_02_24\Snap-180.czi,1,0.031,173.043,102.849,219.312,8.447
D,D1 exuviae 26_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D1 exuviae 26_02_24\Snap-170.czi,2,0.025,174.531,102.711,220.187,6.781
D,D1 exuviae 26_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D1 exuviae 26_02_24\Snap-169.czi,1,0.028,180.415,90.98,224.819,7.757
D,D1_01_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\D1_01_12_23\D1_01_12_23_1",1,0.019,"115,580","60,485","160,224","5,780"
D,D1_01_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\D1_01_12_23\D1_01_12_23_2",3,0.020,"132,688","64,265","167,142","6,000"
D,D1_01_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\D1_01_12_23\D1_01_12_23_3",4,0.022,"111,960","43,550","163,323","6,511"
D,D1_01_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\D1_01_12_23\D1_01_12_23_2",2,0.025,"117,453","63,593","164,655","7,533"
D,D1_02_06,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\D1_02_06\D1_02_06",5,0.024,"137,049","88,430","168,375","7,165"
D,D1_05_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\D1_05_12_23\D1_05_12_23",6,0.020,"137,273","83,055","162,361","5,852"
D,D1_08_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\D1_08_12_23\D1_08_12_23_2",9,0.022,"81,607","47,351","148,528","6,611"
D,D1_08_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\D1_08_12_23\D1_08_12_23",7,0.024,"129,788","58,150","161,898","7,305"
D,D1_15_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\D1_15_12_23\D1_15_12_23_2",38,0.020,"115,968","60,298","160,935","5,929"
D,D1_15_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\D1_15_12_23\D1_15_12_23_1",37,0.020,"133,919","69,800","163,011","6,042"
D,D1_15_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\D1_15_12_23\D1_15_12_23_2",39,0.022,"119,567","64,884","158,428","6,479"
D,D1_15_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\D1_15_12_23\D1_15_12_23_1",36,0.023,"131,481","62,598","160,816","6,835"
D,D1_22_12_2023,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\D1_22_12_2023\D1_22_12_23_1",40,0.020,"83,967","47,317","123,579","5,925"
D,D1_25_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\D1_25_12_23\D1_25_12_23_2",3,0.019,"131,986","78,970","167,846","5,790"
D,D1_25_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\D1_25_12_23\D1_25_12_23_1",2,0.021,"135,906","75,902","165,364","6,171"
